Record Date,Parent ID,Classification ID,Classification Description,Current Month Net Transaction Amount,Fiscal Year to Date Net Transaction Amount,Prior Fiscal Year to Date Net Transaction Amount,Beginning Year Account Balance Amount,Beginning Month Account Balance Amount,Closing Month Account Balance Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2020-07-31,42657480,42657485,Intragovernmental Holdings,-56408877294.21,-19755684820.78,56280179512.95,5910309428261.98,5946962620735.41,5890553743441.20,6,5,5,9035,D,GL,4,1.1.1.2,2020,4,2020,3,07,31
2020-07-31,42657489,42657491,Plus Premium on Treasury Securities,1616199474.41,10753092147.16,4623797649.70,32781109003.51,41918001676.26,43534201150.67,6,7,7,9040,D,GL,5,1.1.1.3.1,2020,4,2020,3,07,31
2020-07-31,42657480,42657489,Total Treasury Securities Outstanding,47712598452.84,3805551698762.02,506310671682.96,22719402000000.00,26477241000000.00,26524952557199.90,6,6,6,9036,T,GL,4,1.1.1.3,2020,4,2020,3,07,31
2020-07-31,null,42657473,Liability Accounts:,null,null,null,null,null,null,6,1,1,9029,S,GL,1,1,2020,4,2020,3,07,31
2020-07-31,42657473,42657477,Borrowing from the Public:,null,null,null,null,null,null,6,2,2,9030,S,GL,2,1.1,2020,4,2020,3,07,31
2020-07-31,42657477,42657480,Treasury Securities, Issued Under General Financing Authorities:,null,null,null,null,null,null,6,3,3,9032,S,GL,3,1.1.1,2020,4,2020,3,07,31
2020-07-31,42657480,42657483,Debt Held by the Public,104121475747.05,3825307383582.80,450030492170.01,16809091430175.90,20530277338011.60,20634398813758.70,6,4,4,9034,D,GL,4,1.1.1.1,2020,4,2020,3,07,31
2020-07-31,42657489,42657495,Less Discount on Treasury Securities,-784542449.72,4587151506.42,425177386.78,105621483503.38,110993177459.52,110208635009.80,6,8,8,9045,D,GL,5,1.1.1.3.2,2020,4,2020,3,07,31
2020-07-31,42657489,42657497,Total Treasury Securities Net of Premium and Discount,50113340376.97,3811717639402.76,510509291945.88,22646560483938.01,26408164782963.75,26458278123340.77,6,9,9,9055,T,GL,5,1.1.1.3.3,2020,4,2020,3,07,31
2020-07-31,42657477,42657501,Agency Securities, Issued Under Special Financing Authorities (See Schedule B; for Other Agency Borrowing, See Schedule C),-96785914.00,-532557838.00,-935827928.23,21454567657.26,21018795733.26,20922009819.26,6,10,10,9102,D,GL,3,1.1.2,2020,4,2020,3,07,31
2020-07-31,42657477,42657504,Total Federal Securities,50016554462.97,3811185081564.76,509573464017.65,22668015051595.27,26429183578697.01,26479200133160.03,6,11,11,9103,T,GL,3,1.1.3,2020,4,2020,3,07,31
2020-07-31,42657477,42657507,Deduct:,null,null,null,null,null,null,6,12,12,9200,S,GL,3,1.1.4,2020,4,2020,3,07,31
2020-07-31,42657507,42657510,Federal Securities Held as Investments of Government Accounts (See Schedule D),-56562688053.51,-21121376366.54,57924180912.15,5893424199590.66,5928865511277.63,5872302823224.12,6,13,13,9202,D,GL,4,1.1.4.1,2020,4,2020,3,07,31
2020-07-31,42657507,42657513,Less Discount on Federal Securities Held as Investments of Government Accounts,-164509628.94,-2056753425.47,1153775733.20,28200686556.77,26308442760.24,26143933131.30,6,14,14,9230,D,GL,4,1.1.4.2,2020,4,2020,3,07,31
2020-07-31,42657507,42657516,Net Federal Securities Held as Investments of Government Accounts,-56398178424.57,-19064622941.07,56770405178.95,5865223513033.89,5902557068517.39,5846158890092.82,6,15,15,9240,T,GL,4,1.1.4.3,2020,4,2020,3,07,31
2020-07-31,42657477,42657518,Total Borrowing from the Public,106414732887.54,3830249704505.83,452803058838.70,16802791538561.38,20526626510179.62,20633041243067.21,6,16,16,9310,T,GL,3,1.1.5,2020,4,2020,3,07,31
2020-07-31,42657473,42657524,Allocations of Special Drawing Rights,1319746991.99,1757308277.26,-700309950.52,48146220809.17,48583782094.44,49903529086.43,6,18,18,9347,D,GL,2,1.3,2020,4,2020,3,07,31
2020-07-31,42657473,42657528,Deposit Funds,2449445316.46,9163218967.33,210253881318.42,26128583163.64,32842356814.51,35291802130.97,6,19,19,9350,D,GL,2,1.4,2020,4,2020,3,07,31
2020-07-31,42657473,42657522,Accrued Interest Payable to the Public,10654747139.67,11391682267.05,11646397651.12,73285276184.40,74022211311.78,84676958451.45,6,17,17,9320,D,GL,2,1.2,2020,4,2020,3,07,31
2020-07-31,42657473,42657530,Miscellaneous Liability Accounts (Includes Checks Outstanding Etc.),2053589685.52,20350701298.64,-15574134.68,8483060347.44,26780171960.56,28833761646.08,6,20,20,9360,D,GL,2,1.5,2020,4,2020,3,07,31
2020-07-31,42657473,42657534,Total Liability Accounts,122892262021.18,3872912615316.11,673987453723.04,16958834679066.03,20708855032360.91,20831747294382.14,6,21,21,9361,T,GL,2,1.6,2020,4,2020,3,07,31
2020-07-31,null,42657536,Asset Accounts (Deduct),null,null,null,null,null,null,6,22,22,9362,S,GL,1,2,2020,4,2020,3,07,31
2020-07-31,42657536,42657540,Cash and Monetary Assets:,null,null,null,null,null,null,6,23,23,9363,S,GL,2,2.1,2020,4,2020,3,07,31
2020-07-31,42657540,42657542,U.S. Treasury Operating Cash:,null,null,null,null,null,null,6,24,24,9364,S,GL,3,2.1.1,2020,4,2020,3,07,31
2020-07-31,42657542,42657560,Balance,41057947322.73,1380606620797.08,-208050630805.14,382483155557.62,1722031829031.97,1763089776354.70,6,26,26,9503,T,GL,4,2.1.1.2,2020,4,2020,3,07,31
2020-07-31,42657540,42657564,Special Drawing Rights:,null,null,null,null,null,null,6,27,27,9504,S,GL,3,2.1.2,2020,4,2020,3,07,31
2020-07-31,42657564,42657568,Total Holdings,1373329874.37,1953297544.07,-561185603.41,49976358478.64,50556326148.34,51929656022.71,6,28,28,9505,D,GL,4,2.1.2.1,2020,4,2020,3,07,31
2020-07-31,42657564,42657576,Balance,1373329874.37,1953297544.07,-561185603.41,44776358478.64,45356326148.34,46729656022.71,6,30,30,9507,T,GL,4,2.1.2.3,2020,4,2020,3,07,31
2020-07-31,42657542,42657547,Federal Reserve Account,41057947322.73,1380606620797.08,-208050630805.14,382483155557.62,1722031829031.97,1763089776354.70,6,25,25,9500,D,GL,4,2.1.1.1,2020,4,2020,3,07,31
2020-07-31,42657564,42657572,SDR Certificates Issued to Federal Reserve Banks,0.00,0.00,0.00,-5200000000.00,-5200000000.00,-5200000000.00,6,29,29,9506,D,GL,4,2.1.2.2,2020,4,2020,3,07,31
2020-07-31,42657540,42657580,Reserve Position on the U.S. Quota in the IMF:,null,null,null,null,null,null,6,31,31,9508,S,GL,3,2.1.3,2020,4,2020,3,07,31
2020-07-31,42657580,42657584,U.S. Subscription to International Monetary Fund:,null,null,null,null,null,null,6,32,32,9509,S,GL,4,2.1.3.1,2020,4,2020,3,07,31
2020-07-31,42657584,42657588,Direct Quota Payments,0.00,0.00,0.00,111629078113.37,111629078113.37,111629078113.37,6,33,33,9510,D,GL,5,2.1.3.1.1,2020,4,2020,3,07,31
2020-07-31,42657584,42657592,Maintenance of Value Adjustments,3101698023.66,4129955853.41,-1646057662.62,1517418666.58,2545676496.33,5647374519.99,6,34,34,9511,D,GL,5,2.1.3.1.2,2020,4,2020,3,07,31
2020-07-31,42657580,42657596,Letter of Credit Issued to IMF,3555882301.44,8974882301.44,12102393600.10,-91228193252.92,-85809193252.92,-82253310951.48,6,35,35,9512,D,GL,4,2.1.3.2,2020,4,2020,3,07,31
2020-07-31,42657580,42657601,Dollar Deposits with the IMF,38258204.55,19911520.01,-4612522.38,-304241854.59,-322588539.13,-284330334.58,6,36,36,9513,D,GL,4,2.1.3.3,2020,4,2020,3,07,31
2020-07-31,42657580,42657607,Receivable/Payable (-) for Interim Maintenance of Value Adjustments,-3588902430.70,-4371871520.46,-2466716170.50,1341150804.92,558181715.16,-3030720715.54,6,37,37,9515,D,GL,4,2.1.3.4,2020,4,2020,3,07,31
2020-07-31,42657580,42657612,Balance,3106936098.95,8752878154.40,7985007244.60,22955212477.36,28601154532.81,31708090631.76,6,38,38,9516,T,GL,4,2.1.3.5,2020,4,2020,3,07,31
2020-07-31,42657540,42657617,Loans to International Monetary Fund,0.00,-775044113.09,-2075343361.60,2759268931.16,1984224818.07,1984224818.07,6,39,39,9517,D,GL,3,2.1.4,2020,4,2020,3,07,31
2020-07-31,42657540,42657622,Other Cash and Monetary Assets,233618420.88,-161044582.45,206446944.94,26541405958.38,26146742955.05,26380361375.93,6,40,40,9518,D,GL,3,2.1.5,2020,4,2020,3,07,31
2020-07-31,42657540,42657627,Total Cash and Monetary Assets,45771831716.93,1390376707800.01,-202495705580.61,479515401403.16,1824120277486.24,1869892109203.17,6,41,41,9519,T,GL,3,2.1.6,2020,4,2020,3,07,31
2020-07-31,42657536,42657632,Non-Federal Securities of the National Railroad Retirement Investment Trust,96129339.54,-1411255872.35,-1010324129.68,24057708086.75,22550322874.86,22646452214.40,6,42,42,9542,D,GL,2,2.2,2020,4,2020,3,07,31
2020-07-31,42657536,42657637,Net Activity, Guaranteed Loan Financing (See Schedule E),-14548232536.39,-486908138836.77,25528689672.31,32488043928.35,-439871862372.03,-454420094908.42,6,43,43,9550,D,GL,2,2.3,2020,4,2020,3,07,31
2020-07-31,42657536,42657641,Net Activity, Direct Loan Financing (See Schedule E),29480152037.04,163495032426.75,-14342490603.53,1414936272792.03,1548951153181.74,1578431305218.78,6,44,44,9555,D,GL,2,2.4,2020,4,2020,3,07,31
2020-07-31,42657536,42657645,Miscellaneous Asset Accounts,-102667036.08,1021181496.99,-968416304.78,-961188505.87,162660027.20,59992991.12,6,45,45,9561,D,GL,2,2.5,2020,4,2020,3,07,31
2020-07-31,42657536,42657649,Total Asset Accounts,60697213521.04,1066573527014.63,-193288246946.29,1950036237704.42,2955912551198.01,3016609764719.05,6,46,46,9562,T,GL,2,2.6,2020,4,2020,3,07,31
2020-07-31,null,42657653,Excess of Liabilities (+) or Assets (-),62195048500.14,2806339088301.48,867275700669.33,15008798441361.60,17752942481162.90,17815137529663.10,6,47,47,9563,T,GL,1,3,2020,4,2020,3,07,31
2020-07-31,null,42657657,Transactions Not Applied to Current Year's Surplus or Deficit (See Schedule A for Details),796677894.40,955459043.02,-464364807.44,0.00,158781148.62,955459043.02,6,48,48,9624,D,GL,1,4,2020,4,2020,3,07,31
2020-07-31,null,42657661,Total Budget and Off-Budget Federal Entities (Financing of Deficit (+) or Disposition of Surplus (-)),62991726394.54,2807294547344.50,866811335861.89,15008798441361.60,17753101262311.60,17816092988706.10,6,49,49,9661,T,GL,1,5,2020,4,2020,3,07,31
2020-06-30,42248697,42248722,Deduct:,null,null,null,null,null,null,6,12,12,9200,S,GL,3,1.1.4,2020,3,2020,2,06,30
2020-06-30,null,42248755,Asset Accounts (Deduct),null,null,null,null,null,null,6,22,22,9362,S,GL,1,2,2020,3,2020,2,06,30
2020-06-30,null,42248695,Liability Accounts:,null,null,null,null,null,null,6,1,1,9029,S,GL,1,1,2020,3,2020,2,06,30
2020-06-30,42248695,42248697,Borrowing from the Public:,null,null,null,null,null,null,6,2,2,9030,S,GL,2,1.1,2020,3,2020,2,06,30
2020-06-30,42248697,42248699,Treasury Securities, Issued Under General Financing Authorities:,null,null,null,null,null,null,6,3,3,9032,S,GL,3,1.1.1,2020,3,2020,2,06,30
2020-06-30,42248722,42248725,Federal Securities Held as Investments of Government Accounts (See Schedule D),13934992181.31,35441311686.97,81311439247.26,5893424199590.66,5914930519096.32,5928865511277.63,6,13,13,9202,D,GL,4,1.1.4.1,2020,3,2020,2,06,30
2020-06-30,42248722,42248728,Less Discount on Federal Securities Held as Investments of Government Accounts,-101911998.65,-1892243796.53,1344959949.16,28200686556.77,26410354758.89,26308442760.24,6,14,14,9230,D,GL,4,1.1.4.2,2020,3,2020,2,06,30
2020-06-30,42248722,42248730,Net Federal Securities Held as Investments of Government Accounts,14036904179.96,37333555483.50,79966479298.10,5865223513033.89,5888520164337.43,5902557068517.39,6,15,15,9240,T,GL,4,1.1.4.3,2020,3,2020,2,06,30
2020-06-30,42248697,42248734,Total Borrowing from the Public,716272172707.11,3723834971618.29,428381218630.74,16802791538561.38,19810354337472.54,20526626510179.62,6,16,16,9310,T,GL,3,1.1.5,2020,3,2020,2,06,30
2020-06-30,42248695,42248740,Allocations of Special Drawing Rights,129961705.39,437561285.27,-177991031.30,48146220809.17,48453820389.05,48583782094.44,6,18,18,9347,D,GL,2,1.3,2020,3,2020,2,06,30
2020-06-30,42248695,42248742,Deposit Funds,-764463809.68,6713773650.87,199891085013.80,26128583163.64,33606820624.19,32842356814.51,6,19,19,9350,D,GL,2,1.4,2020,3,2020,2,06,30
2020-06-30,42248695,42248746,Miscellaneous Liability Accounts (Includes Checks Outstanding Etc.),-7186249351.06,18297111613.12,1621408793.48,8483060347.44,33966421311.62,26780171960.56,6,20,20,9360,D,GL,2,1.5,2020,3,2020,2,06,30
2020-06-30,42248695,42248752,Total Liability Accounts,711549387899.87,3750020353294.93,640956286572.05,16958834679066.03,19997305644461.07,20708855032360.91,6,21,21,9361,T,GL,2,1.6,2020,3,2020,2,06,30
2020-06-30,42248755,42248757,Cash and Monetary Assets:,null,null,null,null,null,null,6,23,23,9363,S,GL,2,2.1,2020,3,2020,2,06,30
2020-06-30,42248757,42248761,U.S. Treasury Operating Cash:,null,null,null,null,null,null,6,24,24,9364,S,GL,3,2.1.1,2020,3,2020,2,06,30
2020-06-30,42248761,42248763,Federal Reserve Account,272902604594.83,1339548673474.35,-121003367621.94,382483155557.62,1449129224437.14,1722031829031.97,6,25,25,9500,D,GL,4,2.1.1.1,2020,3,2020,2,06,30
2020-06-30,42248757,42248777,Special Drawing Rights:,null,null,null,null,null,null,6,27,27,9504,S,GL,3,2.1.2,2020,3,2020,2,06,30
2020-06-30,42248695,42248736,Accrued Interest Payable to the Public,3097966648.11,736935127.38,11240565165.33,73285276184.40,70924244663.67,74022211311.78,6,17,17,9320,D,GL,2,1.2,2020,3,2020,2,06,30
2020-06-30,42248777,42248783,Total Holdings,135238264.32,579967669.70,-19696776.24,49976358478.64,50421087884.02,50556326148.34,6,28,28,9505,D,GL,4,2.1.2.1,2020,3,2020,2,06,30
2020-06-30,42248777,42248785,SDR Certificates Issued to Federal Reserve Banks,0.00,0.00,0.00,-5200000000.00,-5200000000.00,-5200000000.00,6,29,29,9506,D,GL,4,2.1.2.2,2020,3,2020,2,06,30
2020-06-30,42248777,42248791,Balance,135238264.32,579967669.70,-19696776.24,44776358478.64,45221087884.02,45356326148.34,6,30,30,9507,T,GL,4,2.1.2.3,2020,3,2020,2,06,30
2020-06-30,42248799,42248801,Direct Quota Payments,0.00,0.00,0.00,111629078113.37,111629078113.37,111629078113.37,6,33,33,9510,D,GL,5,2.1.3.1.1,2020,3,2020,2,06,30
2020-06-30,42248699,42248701,Debt Held by the Public,717496700716.93,3721185907835.75,427267522302.25,16809091430175.90,19812780637294.70,20530277338011.60,6,4,4,9034,D,GL,4,1.1.1.1,2020,3,2020,2,06,30
2020-06-30,42248699,42248703,Intragovernmental Holdings,13483965665.17,36653192473.43,79956911592.97,5910309428261.98,5933478655070.24,5946962620735.41,6,5,5,9035,D,GL,4,1.1.1.2,2020,3,2020,2,06,30
2020-06-30,42248699,42248705,Total Treasury Securities Outstanding,730980666382.10,3757839100309.18,507224433895.22,22719402000000.00,25746260000000.00,26477241000000.00,6,6,6,9036,T,GL,4,1.1.1.3,2020,3,2020,2,06,30
2020-06-30,42248705,42248707,Plus Premium on Treasury Securities,447263381.85,9136892672.75,3471021263.23,32781109003.51,41470738294.41,41918001676.26,6,7,7,9040,D,GL,5,1.1.1.3.1,2020,3,2020,2,06,30
2020-06-30,42248705,42248710,Less Discount on Treasury Securities,1732619414.88,5371693956.14,1524385324.38,105621483503.38,109260558044.64,110993177459.52,6,8,8,9045,D,GL,5,1.1.1.3.2,2020,3,2020,2,06,30
2020-06-30,42248705,42248712,Total Treasury Securities Net of Premium and Discount,729695310349.07,3761604299025.79,509171069834.07,22646560483938.01,25678469472614.71,26408164782963.75,6,9,9,9055,T,GL,5,1.1.1.3.3,2020,3,2020,2,06,30
2020-06-30,42248697,42248716,Agency Securities, Issued Under Special Financing Authorities (See Schedule B; for Other Agency Borrowing, See Schedule C),613766538.00,-435771924.00,-823371905.23,21454567657.26,20405029195.26,21018795733.26,6,10,10,9102,D,GL,3,1.1.2,2020,3,2020,2,06,30
2020-06-30,42248697,42248718,Total Federal Securities,730309076887.07,3761168527101.79,508347697928.84,22668015051595.27,25698874501809.97,26429183578697.01,6,11,11,9103,T,GL,3,1.1.3,2020,3,2020,2,06,30
2020-06-30,42248761,42248775,Balance,272902604594.83,1339548673474.35,-121003367621.94,382483155557.62,1449129224437.14,1722031829031.97,6,26,26,9503,T,GL,4,2.1.1.2,2020,3,2020,2,06,30
2020-06-30,42248757,42248793,Reserve Position on the U.S. Quota in the IMF:,null,null,null,null,null,null,6,31,31,9508,S,GL,3,2.1.3,2020,3,2020,2,06,30
2020-06-30,42248793,42248799,U.S. Subscription to International Monetary Fund:,null,null,null,null,null,null,6,32,32,9509,S,GL,4,2.1.3.1,2020,3,2020,2,06,30
2020-06-30,42248799,42248807,Maintenance of Value Adjustments,305154018.69,1028257829.75,-418234704.61,1517418666.58,2240522477.64,2545676496.33,6,34,34,9511,D,GL,5,2.1.3.1.2,2020,3,2020,2,06,30
2020-06-30,42248793,42248809,Letter of Credit Issued to IMF,1232000000.00,5419000000.00,10132393600.10,-91228193252.92,-87041193252.92,-85809193252.92,6,35,35,9512,D,GL,4,2.1.3.2,2020,3,2020,2,06,30
2020-06-30,42248793,42248815,Dollar Deposits with the IMF,-11076463.38,-18346684.54,-8201350.45,-304241854.59,-311512075.75,-322588539.13,6,36,36,9513,D,GL,4,2.1.3.3,2020,3,2020,2,06,30
2020-06-30,42248793,42248817,Receivable/Payable (-) for Interim Maintenance of Value Adjustments,-232553532.72,-782969089.76,-3453921569.33,1341150804.92,790735247.88,558181715.16,6,37,37,9515,D,GL,4,2.1.3.4,2020,3,2020,2,06,30
2020-06-30,42248793,42248823,Balance,1293524022.59,5645942055.45,6252035975.71,22955212477.36,27307630510.22,28601154532.81,6,38,38,9516,T,GL,4,2.1.3.5,2020,3,2020,2,06,30
2020-06-30,42248757,42248825,Loans to International Monetary Fund,-77019634.59,-775044113.09,-2075343361.60,2759268931.16,2061244452.66,1984224818.07,6,39,39,9517,D,GL,3,2.1.4,2020,3,2020,2,06,30
2020-06-30,42248757,42248831,Other Cash and Monetary Assets,94400885.44,-394663003.33,23156857.69,26541405958.38,26052342069.61,26146742955.05,6,40,40,9518,D,GL,3,2.1.5,2020,3,2020,2,06,30
2020-06-30,42248757,42248833,Total Cash and Monetary Assets,274348748132.59,1344604876083.08,-116823214926.38,479515401403.16,1549771529353.65,1824120277486.24,6,41,41,9519,T,GL,3,2.1.6,2020,3,2020,2,06,30
2020-06-30,42248755,42248839,Non-Federal Securities of the National Railroad Retirement Investment Trust,401717525.14,-1507385211.89,-1836254694.22,24057708086.75,22148605349.72,22550322874.86,6,42,42,9542,D,GL,2,2.2,2020,3,2020,2,06,30
2020-06-30,42248755,42248841,Net Activity, Guaranteed Loan Financing (See Schedule E),-466702135724.80,-472359906300.38,25099775407.98,32488043928.35,26830273352.77,-439871862372.03,6,43,43,9550,D,GL,2,2.3,2020,3,2020,2,06,30
2020-06-30,42248755,42248847,Net Activity, Direct Loan Financing (See Schedule E),38953349896.11,134014880389.71,-12136422143.68,1414936272792.03,1509997803285.63,1548951153181.74,6,44,44,9555,D,GL,2,2.4,2020,3,2020,2,06,30
2020-06-30,42248755,42248849,Miscellaneous Asset Accounts,537584413.00,1123848533.07,-687211292.98,-961188505.87,-374924385.80,162660027.20,6,45,45,9561,D,GL,2,2.5,2020,3,2020,2,06,30
2020-06-30,42248755,42248855,Total Asset Accounts,-152460735757.96,1005876313493.59,-106383327649.28,1950036237704.42,3108373286955.97,2955912551198.01,6,46,46,9562,T,GL,2,2.6,2020,3,2020,2,06,30
2020-06-30,null,42248857,Excess of Liabilities (+) or Assets (-),864010123657.83,2744144039801.34,747339614221.33,15008798441361.60,16888932357505.10,17752942481162.90,6,47,47,9563,T,GL,1,3,2020,3,2020,2,06,30
2020-06-30,null,42248863,Transactions Not Applied to Current Year's Surplus or Deficit (See Schedule A for Details),63944833.88,158781148.62,-223747248.26,0.00,94836314.74,158781148.62,6,48,48,9624,D,GL,1,4,2020,3,2020,2,06,30
2020-06-30,null,42248865,Total Budget and Off-Budget Federal Entities (Financing of Deficit (+) or Disposition of Surplus (-)),864074068491.71,2744302820949.96,747115866973.07,15008798441361.60,16889027193819.90,17753101262311.60,6,49,49,9661,T,GL,1,5,2020,3,2020,2,06,30
2020-05-31,41816900,41816902,Borrowing from the Public:,null,null,null,null,null,null,6,2,2,9030,S,GL,2,1.1,2020,3,2020,2,05,31
2020-05-31,null,41816900,Liability Accounts:,null,null,null,null,null,null,6,1,1,9029,S,GL,1,1,2020,3,2020,2,05,31
2020-05-31,41816902,41816905,Treasury Securities, Issued Under General Financing Authorities:,null,null,null,null,null,null,6,3,3,9032,S,GL,3,1.1.1,2020,3,2020,2,05,31
2020-05-31,41816905,41816907,Debt Held by the Public,759162729419.97,3003689207118.82,441128259006.76,16809091430175.90,19053617907874.70,19812780637294.70,6,4,4,9034,D,GL,4,1.1.1.1,2020,3,2020,2,05,31
2020-05-31,41816905,41816911,Intragovernmental Holdings,12925588825.86,23169226808.26,69237440839.39,5910309428261.98,5920553066244.38,5933478655070.24,6,5,5,9035,D,GL,4,1.1.1.2,2020,3,2020,2,05,31
2020-05-31,41816905,41816913,Total Treasury Securities Outstanding,772088318245.83,3026858433927.08,510365699846.15,22719402000000.00,24974172000000.00,25746260000000.00,6,6,6,9036,T,GL,4,1.1.1.3,2020,3,2020,2,05,31
