Record Date,Parent ID,Classification ID,Classification Description,Current Month Gross Receipts Amount,Current Month Refund Amount,Current Month Net Receipts Amount,Current Fiscal Year to Date Gross Receipts Amount,Current Fiscal Year to Date Refund Amount,Current Fiscal Year to Date Net Receipts Amount,Prior Fiscal Year to Date Gross Receipts Amount,Prior Fiscal Year to Date Refund Amount,Prior Fiscal Year to Date Net Receipts Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2020-01-31,40183395,40183400,Federal Old-Age and Survivors Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,9,9,160,S,RSG,3,3.1.1,2020,2,2020,1,01,31
2020-01-31,40183400,40183405,Federal Insurance Contributions Act Taxes,70495000000.00,null,70495000000.00,247695000000.00,null,247695000000.00,226744000000.00,null,226744000000.00,4,10,10,200,D,SRS,4,3.1.1.1,2020,2,2020,1,01,31
2020-01-31,40183400,40183410,Self-Employment Contributions Act Taxes,7075000000.00,null,7075000000.00,8011000000.00,null,8011000000.00,7363000000.00,null,7363000000.00,4,11,11,204,D,SRS,4,3.1.1.2,2020,2,2020,1,01,31
2020-01-31,40183400,40183419,Adjustments Attributable to Prior Years-FICA,null,null,null,1506594519.67,null,1506594519.67,-249770330.59,null,-249770330.59,4,12,12,209,D,SRS,4,3.1.1.3,2020,2,2020,1,01,31
2020-01-31,40183400,40183425,Adjustments Attrbutable to Prior Years-SECA,null,null,null,-120992948.27,null,-120992948.27,-1114174548.12,null,-1114174548.12,4,13,13,14360,D,SRS,4,3.1.1.4,2020,2,2020,1,01,31
2020-01-31,40183400,40183431,Total -- Federal Old-Age and Survivors Insurance Trust Fund,77570000000.00,null,77570000000.00,257091601571.40,null,257091601571.40,232743055121.29,null,232743055121.29,4,14,14,210,T,RSG,4,3.1.1.5,2020,2,2020,1,01,31
2020-01-31,40183395,40183436,Federal Disability Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,15,15,211,S,RSG,3,3.1.2,2020,2,2020,1,01,31
2020-01-31,40183436,40183441,Federal Insurance Contributions Act Taxes,11971000000.00,null,11971000000.00,42061000000.00,null,42061000000.00,49968000000.00,null,49968000000.00,4,16,16,212,D,SRS,4,3.1.2.1,2020,2,2020,1,01,31
2020-01-31,40183436,40183447,Self-Employment Contributions Act Taxes,1201000000.00,null,1201000000.00,1359000000.00,null,1359000000.00,1740000000.00,null,1740000000.00,4,17,17,214,D,SRS,4,3.1.2.2,2020,2,2020,1,01,31
2020-01-31,40183436,40183464,Adjustments Attributable to Prior Years-SECA,null,null,null,-42328812.20,null,-42328812.20,-267170917.96,null,-267170917.96,4,19,19,14361,D,SRS,4,3.1.2.4,2020,2,2020,1,01,31
2020-01-31,40183436,40183469,Total -- Federal Disability Insurance Trust Fund,13172000000.00,null,13172000000.00,43748194856.51,null,43748194856.51,51386868730.82,null,51386868730.82,4,20,20,220,T,RSG,4,3.1.2.5,2020,2,2020,1,01,31
2020-01-31,40183395,40183474,Federal Hospital Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,21,21,221,S,RSG,3,3.1.3,2020,2,2020,1,01,31
2020-01-31,40183474,40183478,Federal Insurance Contributions Act Taxes,23256000000.00,null,23256000000.00,93982000000.00,null,93982000000.00,90037000000.00,null,90037000000.00,4,22,22,222,D,SRS,4,3.1.3.1,2020,2,2020,1,01,31
2020-01-31,40183474,40183480,Self-Employment Contributions Act Taxes,3114000000.00,null,3114000000.00,3556000000.00,null,3556000000.00,3453000000.00,null,3453000000.00,4,23,23,224,D,SRS,4,3.1.3.2,2020,2,2020,1,01,31
2020-01-31,40183474,40183497,Adjustments Attributable to Prior Years-FICA,null,null,null,265995728.61,null,265995728.61,-189590322.36,null,-189590322.36,4,24,24,228,D,SRS,4,3.1.3.3,2020,2,2020,1,01,31
2020-01-31,40183474,40183504,Adjustments Attributable to Prior Years-SECA,null,null,null,-17768526.08,null,-17768526.08,-480665669.21,null,-480665669.21,4,25,25,14362,D,SRS,4,3.1.3.4,2020,2,2020,1,01,31
2020-01-31,40183395,40183516,Railroad Retirement:,null,null,null,null,null,null,null,null,null,4,27,27,230,S,RSG,3,3.1.4,2020,2,2020,1,01,31
2020-01-31,40183516,40183522,Rail Pension and Supplemental Annuity,265624291.38,7761184.83,257863106.55,931527239.55,52937009.14,878590230.41,925899430.40,-208547.49,926107977.89,4,28,28,235,D,RSG,4,3.1.4.1,2020,2,2020,1,01,31
2020-01-31,40183516,40183528,Social Security Equivalent Account,241190786.13,6722420.64,234468365.49,879356375.69,55751213.80,823605161.89,899832688.36,-231788.44,900064476.80,4,29,29,240,D,RSG,4,3.1.4.2,2020,2,2020,1,01,31
2020-01-31,40183395,40183534,Total -- Employment and General Retirement,117618815077.51,14483605.47,117604331472.04,400436907245.68,108688222.94,400328219022.74,378775399979.30,-440335.93,378775840315.23,4,30,30,241,T,RSG,3,3.1.5,2020,2,2020,1,01,31
2020-01-31,40183540,40183546,Deposits by States,1859382028.42,null,1859382028.42,6751009026.00,null,6751009026.00,7031309694.79,null,7031309694.79,4,32,32,251,D,RSG,3,3.2.1,2020,2,2020,1,01,31
2020-01-31,40183540,40183552,Federal Unemployment Taxes,1135153445.01,4933481.39,1130219963.62,1837758409.44,28921417.40,1808836992.04,1831216868.19,7573574.58,1823643293.61,4,33,33,254,D,RSG,3,3.2.2,2020,2,2020,1,01,31
2020-01-31,40183622,40183624,Miscellaneous Excise Taxes,1420875433.58,465382029.08,955493404.50,9899440335.20,999308905.92,8900131429.28,22598791879.84,2976429512.17,19622362367.67,4,42,42,305,D,RSG,2,4.1,2020,2,2020,1,01,31
2020-01-31,40183622,40183630,Airport and Airway Trust Fund,1472662000.00,null,1472662000.00,4863741000.00,null,4863741000.00,4349426000.00,null,4349426000.00,4,43,43,308,D,RSG,2,4.2,2020,2,2020,1,01,31
2020-01-31,40183436,40183459,Adjustments Attributable to Prior Years-FICA,null,null,null,370523668.71,null,370523668.71,-53960351.22,null,-53960351.22,4,18,18,219,D,SRS,4,3.1.2.3,2020,2,2020,1,01,31
2020-01-31,40183474,40183510,Total -- Federal Hospital Insurance Trust Fund,26370000000.00,null,26370000000.00,97786227202.53,null,97786227202.53,92819744008.43,null,92819744008.43,4,26,26,229,T,RSG,4,3.1.3.5,2020,2,2020,1,01,31
2020-01-31,40183390,40183540,Unemployment Insurance:,null,null,null,null,null,null,null,null,null,4,31,31,250,S,RSG,2,3.2,2020,2,2020,1,01,31
2020-01-31,40183622,40183636,Highway Trust Fund,3893311384.78,29889000.00,3863422384.78,13160144087.92,102643000.00,13057501087.92,12226453650.99,102998000.00,12123455650.99,4,44,44,310,D,RSG,2,4.3,2020,2,2020,1,01,31
2020-01-31,40183622,40183642,Black Lung Disability Trust Fund,15973000.00,null,15973000.00,53417000.00,null,53417000.00,109065000.00,null,109065000.00,4,45,45,313,D,RSG,2,4.4,2020,2,2020,1,01,31
2020-01-31,40183622,40183648,Total -- Excise Taxes,6802821818.36,495271029.08,6307550789.28,27976742423.12,1101951905.92,26874790517.20,39283736530.83,3079427512.17,36204309018.66,4,46,46,314,T,RSG,2,4.5,2020,2,2020,1,01,31
2020-01-31,null,40183654,Estate and Gift Taxes,2379842540.68,19248990.46,2360593550.22,7186754693.16,199087980.68,6987666712.48,6414212245.99,288380357.76,6125831888.23,4,47,47,350,D,RSG,1,5,2020,2,2020,1,01,31
2020-01-31,null,40183660,Customs Duties,7269601033.51,351969221.76,6917631811.75,29702881711.43,1638621016.42,28064260695.01,25076770658.24,621639658.70,24455130999.54,4,48,48,405,D,RSG,1,6,2020,2,2020,1,01,31
2020-01-31,null,40183667,Miscellaneous Receipts:,null,null,null,null,null,null,null,null,null,4,49,49,800,S,RSG,1,7,2020,2,2020,1,01,31
2020-01-31,40183667,40183685,All Other,1973295464.16,415326.15,1972880138.01,4737577352.51,2563912.45,4735013440.06,3902966779.43,7737171.38,3895229608.05,4,52,52,810,D,RSG,2,7.3,2020,2,2020,1,01,31
2020-01-31,40183667,40183691,Total -- Miscellaneous Receipts,8506029369.75,415326.15,8505614043.60,28758364710.01,2563912.45,28755800797.56,25465228714.18,7737171.38,25457491542.80,4,53,53,820,T,RSG,2,7.4,2020,2,2020,1,01,31
2020-01-31,null,40183697,Total -- Receipts,376284968538.52,3997054769.82,372287913768.70,1219014642856.31,40214929984.54,1178799712871.77,1153662000772.60,42445373431.87,1111216627340.73,4,54,54,830,T,SL,1,8,2020,2,2020,1,01,31
2020-01-31,40183697,40183702,Total -- On-Budget,285542968538.52,3997054769.82,281545913768.70,918174846428.40,40214929984.54,877959916443.86,869532076920.49,42445373431.87,827086703488.62,4,55,55,840,T,SL,2,8.1,2020,2,2020,1,01,31
2020-01-31,40183697,40183707,Total -- Off-Budget,90742000000.00,null,90742000000.00,300839796427.91,null,300839796427.91,284129923852.11,null,284129923852.11,4,56,56,850,T,SL,2,8.2,2020,2,2020,1,01,31
2020-01-31,null,40183364,Individual Income Taxes,null,null,null,null,null,null,null,null,null,4,1,1,100,D,RSG,1,1,2020,2,2020,1,01,31
2020-01-31,40183364,40183367,Withheld,123435748026.31,null,null,477164023118.20,null,null,452062284819.50,null,null,4,2,2,102,D,SRS,2,1.1,2020,2,2020,1,01,31
2020-01-31,40183364,40183370,Presidential Election Campaign Fund,520089.00,null,null,2194980.00,null,null,2094291.00,null,null,4,3,3,105,D,SRS,2,1.2,2020,2,2020,1,01,31
2020-01-31,40183364,40183375,Other,95207108385.87,null,null,147999456038.72,null,null,142960761468.78,null,null,4,4,4,110,D,SRS,2,1.3,2020,2,2020,1,01,31
2020-01-31,40183364,40183380,Total -- Individual Income Taxes,218643376501.18,1983672290.80,216659704210.38,625165674136.92,23647506793.34,601518167343.58,595025140579.28,25094619623.01,569930520956.27,4,5,5,120,T,RSG,2,1.4,2020,2,2020,1,01,31
2020-01-31,40183540,40183558,Railroad Unemployment Taxes,29092370.08,null,29092370.08,60004615.81,null,60004615.81,66584667.53,null,66584667.53,4,34,34,255,D,RSG,3,3.2.3,2020,2,2020,1,01,31
2020-01-31,40183540,40183573,Total -- Unemployment Insurance,3023627843.51,4933481.39,3018694362.12,8648772051.25,28921417.40,8619850633.85,8929111230.51,7573574.58,8921537655.93,4,35,35,269,T,RSG,3,3.2.4,2020,2,2020,1,01,31
2020-01-31,40183390,40183581,Other Retirement:,null,null,null,null,null,null,null,null,null,4,36,36,270,S,RSG,2,3.3,2020,2,2020,1,01,31
2020-01-31,40183581,40183589,Federal Employees' Retirement--Employee Share,419732895.34,null,419732895.34,1735412825.62,null,1735412825.62,1473842725.13,null,1473842725.13,4,37,37,279,D,RSG,3,3.3.1,2020,2,2020,1,01,31
2020-01-31,40183581,40183597,Non-Federal Employees Retirement,2413907.05,null,2413907.05,10131810.77,null,10131810.77,9334782.93,null,9334782.93,4,38,38,284,D,RSG,3,3.3.2,2020,2,2020,1,01,31
2020-01-31,40183581,40183605,Total -- Other Retirement,422146802.39,null,422146802.39,1745544636.39,null,1745544636.39,1483177508.06,null,1483177508.06,4,39,39,285,T,RSG,3,3.3.3,2020,2,2020,1,01,31
2020-01-31,40183390,40183614,Total -- Social Insurance and Retirement Receipts,121064589723.41,19417086.86,121045172636.55,410831223933.32,137609640.34,410693614292.98,389187688717.87,7133238.65,389180555479.22,4,40,40,286,T,RSG,2,3.4,2020,2,2020,1,01,31
2020-01-31,null,40183622,Excise Taxes:,null,null,null,null,null,null,null,null,null,4,41,41,300,S,RSG,1,4,2020,2,2020,1,01,31
2020-01-31,40183667,40183673,Deposit of Earnings, Federal Reserve System,5803305379.06,null,5803305379.06,20806621274.00,null,20806621274.00,18273944530.15,null,18273944530.15,4,50,50,805,D,RSG,2,7.1,2020,2,2020,1,01,31
2020-01-31,40183667,40183679,Universal Service Fund,729428526.53,null,729428526.53,3214166083.50,null,3214166083.50,3288317404.60,null,3288317404.60,4,51,51,807,D,RSG,2,7.2,2020,2,2020,1,01,31
2019-12-31,null,39789043,Individual Income Taxes,null,null,null,null,null,null,null,null,null,4,1,1,100,D,RSG,1,1,2020,1,2019,4,12,31
2019-12-31,39789043,39789044,Withheld,139853094262.47,null,null,353728275091.89,null,null,342913947511.72,null,null,4,2,2,102,D,SRS,2,1.1,2020,1,2019,4,12,31
2019-12-31,39789043,39789046,Presidential Election Campaign Fund,66054.00,null,null,1674891.00,null,null,1644276.00,null,null,4,3,3,105,D,SRS,2,1.2,2020,1,2019,4,12,31
2019-12-31,39789043,39789048,Other,15838566197.17,null,null,52792347652.85,null,null,53412947107.43,null,null,4,4,4,110,D,SRS,2,1.3,2020,1,2019,4,12,31
2019-12-31,39789043,39789050,Total -- Individual Income Taxes,155691726513.64,2985923739.86,152705802773.78,406522297635.74,21663834502.54,384858463133.20,396328538895.15,23534302310.75,372794236584.40,4,5,5,120,T,RSG,2,1.4,2020,1,2019,4,12,31
2019-12-31,null,39789052,Corporation Income Taxes,61054151344.22,2743536560.35,58310614783.87,77774293696.72,12360527910.68,65413765786.04,64845973033.82,11736874823.33,53109098210.49,4,6,6,130,D,RSG,1,2,2020,1,2019,4,12,31
2019-12-31,null,39789054,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,4,7,7,140,S,RSG,1,3,2020,1,2019,4,12,31
2019-12-31,39789054,39789056,Employment and General Retirement:,null,null,null,null,null,null,null,null,null,4,8,8,150,S,RSG,2,3.1,2020,1,2019,4,12,31
2019-12-31,39789056,39789058,Federal Old-Age and Survivors Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,9,9,160,S,RSG,3,3.1.1,2020,1,2019,4,12,31
2019-12-31,39789058,39789060,Federal Insurance Contributions Act Taxes,63099000000.00,null,63099000000.00,177200000000.00,null,177200000000.00,160651000000.00,null,160651000000.00,4,10,10,200,D,SRS,4,3.1.1.1,2020,1,2019,4,12,31
2019-12-31,39789058,39789062,Self-Employment Contributions Act Taxes,520000000.00,null,520000000.00,936000000.00,null,936000000.00,858000000.00,null,858000000.00,4,11,11,204,D,SRS,4,3.1.1.2,2020,1,2019,4,12,31
2019-12-31,39789058,39789066,Adjustments Attributable to Prior Years-FICA,1506594519.67,null,1506594519.67,1506594519.67,null,1506594519.67,-249770330.59,null,-249770330.59,4,12,12,209,D,SRS,4,3.1.1.3,2020,1,2019,4,12,31
2019-12-31,39789058,39789068,Adjustments Attrbutable to Prior Years-SECA,-120992948.27,null,-120992948.27,-120992948.27,null,-120992948.27,-1114174548.12,null,-1114174548.12,4,13,13,14360,D,SRS,4,3.1.1.4,2020,1,2019,4,12,31
2019-12-31,39789058,39789070,Total -- Federal Old-Age and Survivors Insurance Trust Fund,65004601571.40,null,65004601571.40,179521601571.40,null,179521601571.40,160145055121.29,null,160145055121.29,4,14,14,210,T,RSG,4,3.1.1.5,2020,1,2019,4,12,31
2019-12-31,39789056,39789072,Federal Disability Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,15,15,211,S,RSG,3,3.1.2,2020,1,2019,4,12,31
2019-12-31,39789072,39789074,Federal Insurance Contributions Act Taxes,10714000000.00,null,10714000000.00,30090000000.00,null,30090000000.00,37960000000.00,null,37960000000.00,4,16,16,212,D,SRS,4,3.1.2.1,2020,1,2019,4,12,31
2019-12-31,39789072,39789076,Self-Employment Contributions Act Taxes,88000000.00,null,88000000.00,158000000.00,null,158000000.00,203000000.00,null,203000000.00,4,17,17,214,D,SRS,4,3.1.2.2,2020,1,2019,4,12,31
2019-12-31,39789072,39789080,Adjustments Attributable to Prior Years-FICA,370523668.71,null,370523668.71,370523668.71,null,370523668.71,-53960351.22,null,-53960351.22,4,18,18,219,D,SRS,4,3.1.2.3,2020,1,2019,4,12,31
2019-12-31,39789072,39789083,Adjustments Attributable to Prior Years-SECA,-42328812.20,null,-42328812.20,-42328812.20,null,-42328812.20,-267170917.96,null,-267170917.96,4,19,19,14361,D,SRS,4,3.1.2.4,2020,1,2019,4,12,31
2019-12-31,39789072,39789087,Total -- Federal Disability Insurance Trust Fund,11130194856.51,null,11130194856.51,30576194856.51,null,30576194856.51,37841868730.82,null,37841868730.82,4,20,20,220,T,RSG,4,3.1.2.5,2020,1,2019,4,12,31
2019-12-31,39789056,39789091,Federal Hospital Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,21,21,221,S,RSG,3,3.1.3,2020,1,2019,4,12,31
2019-12-31,39789091,39789095,Federal Insurance Contributions Act Taxes,25336000000.00,null,25336000000.00,70726000000.00,null,70726000000.00,67953000000.00,null,67953000000.00,4,22,22,222,D,SRS,4,3.1.3.1,2020,1,2019,4,12,31
2019-12-31,39789091,39789112,Adjustments Attributable to Prior Years-FICA,265995728.61,null,265995728.61,265995728.61,null,265995728.61,-189590322.36,null,-189590322.36,4,24,24,228,D,SRS,4,3.1.3.3,2020,1,2019,4,12,31
2019-12-31,39789193,39789205,Non-Federal Employees Retirement,2903724.89,null,2903724.89,7717903.72,null,7717903.72,6913641.66,null,6913641.66,4,38,38,284,D,RSG,3,3.3.2,2020,1,2019,4,12,31
2019-12-31,39789193,39789211,Total -- Other Retirement,448790685.61,null,448790685.61,1323397834.00,null,1323397834.00,1226700151.04,null,1226700151.04,4,39,39,285,T,RSG,3,3.3.3,2020,1,2019,4,12,31
2019-12-31,39789054,39789217,Total -- Social Insurance and Retirement Receipts,103114895143.74,18550783.36,103096344360.38,289766634209.91,118192553.48,289648441656.43,274124052531.74,7133238.65,274116919293.09,4,40,40,286,T,RSG,2,3.4,2020,1,2019,4,12,31
2019-12-31,39789223,39789229,Miscellaneous Excise Taxes,2025231185.52,246633649.85,1778597535.67,8478564901.62,533926876.84,7944638024.78,20336895304.60,2930279942.16,17406615362.44,4,42,42,305,D,RSG,2,4.1,2020,1,2019,4,12,31
2019-12-31,39789223,39789235,Airport and Airway Trust Fund,1416378000.00,null,1416378000.00,3391079000.00,null,3391079000.00,3140296000.00,null,3140296000.00,4,43,43,308,D,RSG,2,4.2,2020,1,2019,4,12,31
2019-12-31,39789223,39789241,Highway Trust Fund,3836197659.06,29102000.00,3807095659.06,9266832703.14,72754000.00,9194078703.14,8875563229.57,73004000.00,8802559229.57,4,44,44,310,D,RSG,2,4.3,2020,1,2019,4,12,31
2019-12-31,39789223,39789247,Black Lung Disability Trust Fund,15363000.00,null,15363000.00,37444000.00,null,37444000.00,79139000.00,null,79139000.00,4,45,45,313,D,RSG,2,4.4,2020,1,2019,4,12,31
2019-12-31,39789223,39789253,Total -- Excise Taxes,7293169844.58,275735649.85,7017434194.73,21173920604.76,606680876.84,20567239727.92,32431893534.17,3003283942.16,29428609592.01,4,46,46,314,T,RSG,2,4.5,2020,1,2019,4,12,31
2019-12-31,39789269,39789276,Universal Service Fund,727938560.67,null,727938560.67,2484737556.97,null,2484737556.97,2463172962.57,null,2463172962.57,4,51,51,807,D,RSG,2,7.2,2020,1,2019,4,12,31
2019-12-31,39789269,39789279,All Other,549163542.59,407437.84,548756104.75,2764281888.35,2148586.30,2762133302.05,3051404388.72,7654519.54,3043749869.18,4,52,52,810,D,RSG,2,7.3,2020,1,2019,4,12,31
2019-12-31,39789269,39789283,Total -- Miscellaneous Receipts,6528950142.32,407437.84,6528542704.48,20252335340.26,2148586.30,20250186753.96,18934832655.39,7654519.54,18927178135.85,4,53,53,820,T,RSG,2,7.4,2020,1,2019,4,12,31
2019-12-31,null,39789286,Total -- Receipts,342378144764.24,6572743279.35,335805401484.89,842729674317.79,36217875214.72,806511799103.07,810343843330.62,39107149619.18,771236693711.44,4,54,54,830,T,SL,1,8,2020,1,2019,4,12,31
2019-12-31,39789286,39789289,Total -- On-Budget,266243348336.33,6572743279.35,259670605056.98,632631877889.88,36217875214.72,596414002675.16,612356919478.51,39107149619.18,573249769859.33,4,55,55,840,T,SL,2,8.1,2020,1,2019,4,12,31
2019-12-31,39789091,39789119,Adjustments Attributable to Prior Years-SECA,-17768526.08,null,-17768526.08,-17768526.08,null,-17768526.08,-480665669.21,null,-480665669.21,4,25,25,14362,D,SRS,4,3.1.3.4,2020,1,2019,4,12,31
2019-12-31,39789091,39789126,Total -- Federal Hospital Insurance Trust Fund,25841227202.53,null,25841227202.53,71416227202.53,null,71416227202.53,67707744008.43,null,67707744008.43,4,26,26,229,T,RSG,4,3.1.3.5,2020,1,2019,4,12,31
2019-12-31,39789056,39789132,Railroad Retirement:,null,null,null,null,null,null,null,null,null,4,27,27,230,S,RSG,3,3.1.4,2020,1,2019,4,12,31
2019-12-31,39789132,39789138,Rail Pension and Supplemental Annuity,213529605.09,1508134.16,212021470.93,665902948.17,45175824.31,620727123.86,631253430.40,-208547.49,631461977.89,4,28,28,235,D,RSG,4,3.1.4.1,2020,1,2019,4,12,31
2019-12-31,39789132,39789145,Social Security Equivalent Account,212737878.02,1636760.34,211101117.68,638165589.56,49028793.16,589136796.40,680571353.24,-231788.44,680803141.68,4,29,29,240,D,RSG,4,3.1.4.2,2020,1,2019,4,12,31
2019-12-31,39789056,39789151,Total -- Employment and General Retirement,102402291113.55,3144894.50,102399146219.05,282818092168.17,94204617.47,282723887550.70,267006492644.18,-440335.93,267006932980.11,4,30,30,241,T,RSG,3,3.1.5,2020,1,2019,4,12,31
2019-12-31,39789054,39789157,Unemployment Insurance:,null,null,null,null,null,null,null,null,null,4,31,31,250,S,RSG,2,3.2,2020,1,2019,4,12,31
2019-12-31,null,39789259,Estate and Gift Taxes,1761132314.79,63456921.88,1697675392.91,4806912152.48,179838990.22,4627073162.26,5263505692.85,230009188.88,5033496503.97,4,47,47,350,D,RSG,1,5,2020,1,2019,4,12,31
2019-12-31,null,39789265,Customs Duties,6934119460.95,485132186.21,6448987274.74,22433280677.92,1286651794.66,21146628883.26,18415046987.50,587891595.87,17827155391.63,4,48,48,405,D,RSG,1,6,2020,1,2019,4,12,31
